Satisfaction Score,Online Security,Contract,Senior Citizen,Number of Referrals,Dependents,Tenure in Months,Internet Service,Paperless Billing,Total Extra Data Charges,Payment Method,Referred a Friend,Streaming Music,Streaming Movies,Monthly Charge,Total Revenue,Device Protection Plan
3,1,1,0,6,1,29,1,1,0,1,1,1,1,55.35,1636.95,1
3,1,2,0,6,0,72,1,1,0,1,1,0,0,70.65,8115.789999999999,1
5,0,2,0,4,0,63,1,0,0,0,1,1,1,102.6,6468.11,1
3,0,0,0,0,0,38,1,1,0,1,0,1,1,95.1,3946.18,1
5,0,0,0,8,0,14,1,1,0,0,1,0,0,82.65,1822.98,1
2,0,0,0,0,0,24,1,1,0,1,0,0,0,90.55,3144.87,0
3,0,0,0,1,0,1,1,1,0,2,1,0,0,80.05,119.84,0
4,0,0,0,0,0,1,1,1,10,0,0,1,1,55.45,71.88,0
3,0,0,0,0,1,12,0,0,0,1,0,0,0,21.05,468.36,0
3,0,2,0,1,0,72,0,0,0,1,1,0,0,24.8,2845.88,0
3,1,1,0,0,0,61,1,0,0,0,0,1,1,93.7,6483.51,0
4,0,2,0,1,1,35,0,0,0,0,1,0,0,25.45,1287.7,0
4,1,2,0,0,0,72,1,1,0,1,0,1,1,112.75,10729.880000000001,1
3,1,1,0,0,0,67,1,1,0,0,0,1,1,72.35,5352.63,1
3,0,0,0,0,0,4,1,0,0,0,0,1,0,84.05,500.43,1
3,1,2,0,7,0,33,1,0,0,0,1,1,1,59.55,2016.3,1
4,0,0,0,0,0,44,1,1,0,1,0,0,0,88.15,5417.719999999999,1
4,0,2,1,2,0,69,1,0,0,1,1,1,1,105.4,8336.86,0
5,0,0,0,1,0,33,1,0,130,0,1,1,1,91.25,3978.4500000000003,0
5,0,2,0,3,0,69,0,0,0,1,1,0,0,19.9,3492.79,0
4,0,1,0,8,0,37,0,1,0,0,1,0,0,19.85,1291.37,0
3,0,0,0,0,0,1,1,1,0,2,0,0,0,70.15,72.39,0
1,1,0,1,1,0,41,1,1,0,0,1,0,0,83.75,5152.99,1
1,1,2,1,0,0,64,1,1,0,1,0,0,0,70.2,6344.68,0
4,1,1,1,7,1,71,1,0,0,0,1,0,0,69.2,8432.39,0
1,0,0,1,1,0,34,1,1,0,1,1,0,0,79.6,3596.86,0
5,1,0,0,6,0,37,1,1,0,2,1,0,0,55.05,3044.92,0
2,1,0,0,0,0,16,1,1,0,0,0,0,0,50.15,990.41,0
3,1,0,0,4,1,64,1,0,0,0,1,0,0,81.05,8302.710000000001,0
5,0,0,0,1,0,19,1,1,0,0,1,1,1,89.1,2482.83,0
3,0,1,1,5,0,58,1,1,0,0,1,0,1,97.8,8090.26,0
1,0,0,0,0,0,1,1,1,0,0,0,1,1,55.0,102.22,0
3,1,2,0,1,0,57,1,1,0,0,1,0,0,59.75,6259.68,0
3,1,1,0,0,0,27,1,0,0,1,0,1,0,69.35,2909.83,1
4,1,0,0,0,0,1,1,0,0,0,0,0,0,61.15,78.22,0
3,0,0,0,1,0,61,1,1,0,0,1,1,1,99.15,9019.18,0
3,0,2,0,0,0,25,0,1,0,1,0,0,0,20.75,1233.9,0
3,1,2,0,0,0,49,1,0,0,0,0,0,0,67.4,4308.9,1
3,0,0,0,6,0,21,1,1,30,0,1,1,1,94.3,2559.21,0
1,0,0,0,0,0,7,1,0,0,1,0,0,0,75.45,607.45,0
5,0,2,0,0,0,43,1,1,0,0,0,1,1,60.0,3479.07,0
3,1,0,0,0,0,47,1,0,0,1,0,0,0,100.75,6912.51,0
3,1,1,0,5,0,64,1,1,0,1,1,1,1,73.05,6393.61,1
3,0,0,0,0,0,4,1,1,30,0,0,1,1,90.05,447.06,0
2,0,0,0,0,0,9,1,1,0,0,0,1,1,95.5,1002.08,0
3,0,0,0,0,0,7,1,1,0,0,0,0,0,78.55,761.08,0
4,1,2,1,10,0,70,1,1,0,0,1,1,1,90.85,9165.1,0
4,0,0,0,0,0,16,1,1,0,1,0,0,0,80.55,1795.7800000000002,0
4,1,1,1,0,0,60,1,1,0,0,0,0,1,101.4,9111.800000000001,0
3,0,1,0,0,0,38,0,1,0,0,0,0,0,24.25,2633.63,0
3,1,2,0,0,0,46,1,0,0,1,0,0,0,38.25,1755.35,1
5,0,0,0,0,0,20,1,1,0,0,0,0,0,69.8,2410.15,0
4,1,1,0,9,0,49,1,0,0,0,1,1,1,71.8,4701.950000000001,1
1,1,0,0,0,0,28,1,1,0,0,0,0,0,74.9,3308.3900000000003,0
4,1,1,0,5,1,62,1,0,0,1,1,0,0,54.75,5457.89,1
2,0,0,0,0,0,1,1,1,0,2,0,0,0,75.05,107.91,0
3,0,1,0,9,1,9,1,1,0,0,1,0,0,90.35,1042.04,1
3,0,2,1,0,0,1,1,1,0,0,0,0,0,70.05,73.02,0
5,0,1,0,2,1,33,1,1,20,0,1,1,1,79.15,3593.87,1
3,0,2,0,0,0,37,1,0,100,1,0,0,0,35.8,1416.9,0
5,0,2,0,5,1,10,0,0,0,1,1,0,0,25.75,485.79999999999995,0
3,1,0,0,3,0,38,1,0,0,0,1,0,0,91.7,3962.03,0
1,0,0,1,0,0,38,1,1,0,0,0,0,1,99.55,5535.07,0
4,0,0,0,0,0,3,1,1,0,1,0,0,0,70.3,249.62,0
5,0,1,0,4,1,51,1,1,0,0,1,1,1,56.15,2898.95,1
1,0,0,0,0,0,19,1,1,30,0,0,1,1,86.0,1950.24,0
4,1,2,0,8,0,63,1,1,20,1,1,0,0,84.65,6214.280000000001,0
4,0,0,0,1,0,49,1,1,0,1,1,0,0,85.3,4994.24,0
3,0,2,0,6,1,45,0,0,0,0,1,0,0,19.2,1679.0500000000002,0
3,0,0,0,0,0,6,1,1,0,0,0,0,0,85.35,561.27,0
3,0,0,1,0,0,2,1,1,0,1,0,0,1,95.1,206.17000000000002,1
4,0,2,0,2,0,71,1,1,0,1,1,1,1,61.4,4310.35,1
4,0,1,0,0,0,35,0,0,0,1,0,0,0,21.1,1558.7199999999998,0
3,0,2,0,6,1,58,0,0,0,1,1,0,0,20.3,2133.36,0
3,0,2,0,1,1,52,0,0,0,1,1,0,0,23.05,2254.02,0
2,0,0,0,3,0,20,1,1,0,0,1,1,1,105.85,2815.45,1
4,0,0,0,1,1,53,1,1,0,0,1,1,1,108.25,8234.77,1
3,0,0,0,0,0,1,0,1,0,1,0,0,0,19.9,56.53,0
4,0,1,1,0,0,55,1,1,0,0,0,0,1,100.15,7037.75,1
4,0,0,1,0,0,4,1,1,0,0,0,0,0,70.65,318.57000000000005,0
3,0,1,0,0,0,12,1,1,0,0,0,0,0,59.8,843.0,0
4,0,1,0,0,0,3,0,1,0,1,0,0,0,19.45,77.59,0
4,1,2,0,7,0,72,1,1,0,0,1,1,1,84.9,6161.78,1
4,1,0,0,0,0,41,1,1,100,0,0,1,1,74.65,4464.93,1
3,0,0,0,0,0,3,1,0,0,1,0,0,0,80.1,339.56,1
5,0,2,0,5,0,72,1,0,0,0,1,1,1,82.15,7369.02,1
5,0,0,0,0,1,18,1,1,0,1,0,0,0,80.55,2146.09,1
3,1,2,0,0,0,64,1,1,0,0,0,1,1,115.1,10169.89,1
3,1,0,0,0,0,22,1,1,0,0,0,0,0,49.8,1742.71,0
3,0,2,0,0,0,67,0,1,0,1,0,0,0,19.8,1627.54,0
1,0,0,0,0,0,2,1,0,0,1,0,0,0,45.85,120.03999999999999,0
2,0,0,1,1,0,33,1,1,0,0,1,0,0,80.6,3751.77,0
3,0,0,0,5,1,12,1,1,0,2,1,0,0,56.3,835.89,0
4,0,2,0,5,1,48,1,0,0,0,1,1,1,79.65,4299.42,0
1,0,0,0,1,0,42,1,1,0,1,1,0,0,77.95,4812.84,0
3,0,0,0,0,0,3,1,1,0,2,0,0,0,74.75,236.76,1
4,1,2,0,0,0,72,1,1,90,0,0,1,1,116.45,11596.99,1
3,0,1,0,2,0,9,1,1,0,1,1,0,0,65.6,974.81,0
4,0,2,1,0,0,1,1,1,10,0,0,0,0,71.25,98.85,0
3,0,1,0,1,0,68,1,1,90,0,1,1,1,75.8,7368.19,1
5,0,0,0,0,1,7,0,1,0,0,0,0,0,20.25,523.51,0
3,1,2,1,0,0,67,1,1,40,1,0,0,1,116.1,10865.37,1
5,0,0,0,0,0,1,0,0,0,1,0,0,0,21.1,39.91,0
2,0,0,0,1,0,13,1,1,0,0,1,1,1,48.75,633.4,1
3,0,0,0,1,0,6,1,1,0,0,1,0,0,80.5,719.5699999999999,0
5,0,1,0,10,0,57,1,1,0,0,1,1,1,109.4,6709.2699999999995,1
5,0,2,0,0,0,46,0,0,0,0,0,0,0,20.05,2293.5,0
1,0,0,0,3,0,6,1,1,0,0,1,0,0,82.85,462.84000000000003,0
3,0,0,0,0,0,68,1,0,0,0,0,1,1,44.95,3085.35,0
3,0,0,0,0,0,65,1,1,0,0,0,1,0,91.85,8329.6,0
3,0,1,0,0,0,41,1,1,0,0,0,0,0,89.55,5583.77,0
3,0,0,0,0,0,60,1,1,0,0,0,0,0,89.9,8023.5,0
1,0,0,1,0,0,43,1,1,0,2,0,1,1,89.55,5538.91,0
5,0,1,0,0,1,49,0,0,0,1,0,0,0,19.45,3157.66,0
3,0,0,0,0,0,18,1,1,50,0,0,0,0,35.2,657.3,1
5,0,2,0,0,0,54,1,1,0,0,0,1,1,97.2,6833.15,0
3,0,2,0,5,1,55,1,1,0,1,1,0,0,55.25,5683.450000000001,1
3,1,2,0,0,0,69,1,1,0,1,0,0,0,66.9,5537.69,0
2,0,0,0,0,0,7,1,1,0,0,0,0,0,79.0,705.58,0
4,1,1,0,5,1,67,1,0,0,0,1,0,0,84.8,5830.79,1
1,0,0,0,0,0,1,1,0,0,1,0,1,0,50.65,65.42999999999999,0
3,1,1,0,0,0,58,1,1,0,0,0,1,1,107.75,9041.35,1
5,0,0,0,0,0,18,0,0,0,1,0,0,0,19.25,895.29,0
5,0,2,0,0,0,6,0,0,0,1,0,0,0,19.55,168.55,0
3,1,2,0,1,1,56,1,1,0,0,1,0,0,59.8,4695.879999999999,1
1,1,0,0,0,0,10,1,1,0,2,0,0,0,84.7,1276.1399999999999,0
3,0,0,0,0,0,24,1,1,0,1,0,1,1,99.3,3510.39,1
5,0,1,1,1,0,57,1,1,0,0,1,0,1,89.85,7014.97,0
3,1,0,0,6,0,24,1,0,0,1,1,0,0,66.3,1750.0600000000002,1
4,0,0,0,0,0,1,0,0,0,1,0,0,0,19.55,60.18000000000001,0
4,1,2,0,1,1,59,1,1,0,1,1,1,1,111.1,9275.1,0
3,1,2,0,0,1,72,1,0,0,0,0,1,1,85.3,8730.56,1
5,0,0,0,0,0,9,1,1,0,0,0,0,0,85.5,895.2,0
4,0,2,0,0,0,19,0,1,0,1,0,0,0,19.95,736.4000000000001,0
5,0,1,0,6,0,17,1,1,0,2,1,0,0,61.95,1879.73,1
3,1,2,0,1,1,72,1,0,0,0,1,0,0,69.85,7119.750000000001,1
5,0,1,0,0,0,46,1,0,0,1,0,1,1,55.65,2782.23,0
3,0,0,0,1,0,40,1,1,0,0,1,1,1,97.1,4318.3,0
5,0,0,0,10,0,28,1,0,0,1,1,0,0,96.6,3624.31,1
3,1,0,0,3,0,65,1,1,60,0,1,1,1,105.05,9621.1,1
3,1,0,0,0,0,20,1,0,0,1,0,1,1,64.4,1650.6,1
4,0,2,0,0,0,22,1,0,0,0,0,1,1,56.75,1304.85,1
5,0,2,0,0,0,37,0,0,0,1,0,0,0,19.8,2366.9300000000003,0
3,0,2,0,0,0,68,0,0,0,1,0,0,0,24.55,2054.52,0
4,0,2,0,5,1,69,1,1,0,1,1,0,0,79.2,6908.289999999999,1
5,0,0,0,0,0,2,0,0,0,2,0,0,0,19.5,81.89,0
5,0,2,0,0,0,72,1,1,0,0,0,1,1,111.6,9754.43,1
5,0,2,0,0,0,72,0,1,0,1,0,0,0,20.8,3208.16,0
1,0,0,0,0,0,3,0,1,0,2,0,0,0,19.8,103.50999999999999,0
4,0,2,1,2,0,71,1,1,0,1,1,0,1,95.5,6794.48,1
4,0,2,0,6,1,67,0,1,0,1,1,0,0,20.8,2002.8400000000001,0
4,0,0,0,4,1,22,1,0,50,0,1,0,0,39.2,899.9,0
2,0,0,0,6,0,50,1,1,0,0,1,1,1,103.85,7128.4,1
3,0,0,0,0,0,22,1,1,0,0,0,1,1,50.35,1098.85,0
3,0,1,0,0,0,7,1,1,0,1,0,1,1,94.05,888.8800000000001,0
3,0,1,1,1,0,65,1,1,0,0,1,1,1,103.15,7874.7,1
4,0,1,0,9,1,69,1,0,0,1,1,0,0,95.75,9440.3,1
3,0,2,0,1,1,48,0,0,0,0,1,0,0,26.3,2240.09,0
1,1,1,1,3,0,25,1,1,0,0,1,0,1,89.05,3018.2,0
3,1,1,1,5,0,29,1,1,0,0,1,0,1,45.0,1228.65,1
1,0,0,0,0,0,1,1,0,0,0,0,1,1,78.65,124.74000000000001,0
3,0,0,1,0,0,1,1,1,10,0,0,0,0,76.45,90.29,0
2,0,0,0,1,0,32,1,0,0,0,1,1,1,84.15,3785.3099999999995,0
4,0,2,0,0,0,43,0,0,0,0,0,0,0,26.45,2352.75,0
3,1,1,0,1,0,56,1,1,0,0,1,0,0,93.15,7512.43,1
5,0,0,0,0,0,16,1,0,0,0,0,0,0,55.3,967.99,0
2,0,0,0,2,0,1,1,1,0,0,1,0,0,79.35,102.97999999999999,0
2,0,1,0,9,0,60,1,1,0,0,1,1,1,94.4,8454.25,0
3,0,0,0,0,0,1,1,1,0,0,0,1,1,86.6,92.03,0
1,0,0,0,0,0,6,1,1,0,0,0,0,0,74.9,507.72,0
1,0,0,0,0,0,15,1,0,0,0,0,0,0,69.0,1064.85,0
4,0,1,0,0,0,21,1,1,0,1,0,1,1,104.55,3001.91,1
4,1,1,0,6,0,55,1,1,0,0,1,1,1,94.75,6647.25,0
3,0,0,0,0,0,8,1,1,0,0,0,0,0,59.25,822.2,0
1,0,0,0,0,0,1,0,1,0,0,0,0,0,20.2,31.18,0
5,0,0,0,0,0,7,0,1,0,1,0,0,0,18.95,362.81,0
4,0,1,1,6,0,28,1,1,0,0,1,0,1,110.85,4483.16,1
5,0,1,0,0,0,69,1,1,150,0,0,0,0,35.75,2642.25,1
3,1,2,0,8,1,56,1,0,0,1,1,1,1,115.85,8856.06,1
1,0,0,1,0,0,8,1,1,0,0,0,0,1,100.6,1143.0,1
3,0,0,1,0,0,19,1,1,0,0,0,0,0,79.85,1790.5700000000002,1
2,0,0,1,0,0,59,1,1,0,0,0,0,1,93.85,6202.639999999999,0
4,0,2,0,1,1,71,0,0,0,0,1,0,0,24.7,3194.34,0
5,0,2,0,0,0,65,0,1,0,1,0,0,0,19.55,4124.15,0
4,1,1,0,9,1,24,1,0,0,1,1,1,1,74.8,2029.28,0
3,0,0,0,4,0,29,1,0,0,1,1,0,0,33.75,1009.25,0
4,1,2,0,7,1,69,1,1,10,0,1,1,1,114.35,10295.73,1
4,1,1,1,0,0,23,1,1,80,0,0,0,0,75.4,2128.81,0
5,0,0,0,0,0,9,1,1,0,0,0,0,0,59.5,882.76,0
5,0,0,0,0,0,35,0,0,0,0,0,0,0,19.25,1941.0,0
4,0,1,0,0,1,52,0,0,0,1,0,0,0,19.65,2106.2,0
3,0,2,0,0,1,67,1,1,0,0,0,1,1,104.0,7879.2300000000005,0
1,0,0,1,0,0,1,1,1,0,0,0,0,1,94.0,115.85,0
4,0,2,0,0,1,27,0,0,0,1,0,0,0,20.6,812.7,0
3,1,2,0,0,1,71,1,1,0,1,0,0,0,76.9,5860.66,1
5,0,0,0,8,1,50,1,1,0,0,1,0,0,69.75,4068.2,0
3,1,2,0,9,1,34,1,0,0,1,1,1,1,84.75,3148.5099999999998,1
3,0,1,0,0,0,20,1,1,0,0,0,0,0,68.7,2066.2,0
1,0,0,1,0,0,3,1,1,0,0,0,0,0,79.4,330.75,0
4,1,1,0,0,0,55,1,1,0,1,0,0,0,84.25,7056.6,1
2,0,0,0,0,0,9,1,1,0,0,0,0,0,85.35,1200.8600000000001,0
3,0,0,0,6,1,15,1,1,0,0,1,1,1,105.35,1622.1,1
3,0,2,0,0,1,50,0,0,0,1,0,0,0,20.15,1918.35,0
1,1,0,1,0,0,20,1,1,0,0,0,0,0,79.15,1757.3000000000002,0
5,0,0,0,0,0,3,1,0,0,0,0,0,0,50.4,226.47,0
4,0,0,0,0,0,1,1,1,0,0,0,0,0,50.1,79.23,0
3,1,0,0,6,1,24,1,1,0,1,1,1,1,70.3,2776.13,0
4,1,2,0,7,0,35,1,1,140,1,1,0,0,46.35,1802.05,0
5,0,2,0,1,1,42,0,0,0,0,1,0,0,22.95,1600.15,0
3,0,0,0,1,0,12,1,1,0,1,1,1,1,85.05,1535.0,0
5,0,0,0,0,0,19,1,0,0,1,0,0,0,44.9,1495.34,0
1,0,0,0,0,0,2,1,1,40,1,0,0,0,49.05,160.5,0
4,0,0,0,0,0,1,1,1,60,1,0,0,0,79.15,157.15,0
1,0,0,0,0,0,14,1,1,0,1,0,0,0,71.0,1421.5,0
2,1,0,0,3,0,63,1,1,0,0,1,0,0,100.55,6781.09,1
3,0,0,0,0,0,1,1,1,0,0,0,1,1,35.45,35.45,0
1,0,0,0,0,0,2,1,1,0,0,0,1,0,25.05,56.35,0
4,0,0,0,0,0,15,0,0,0,2,0,0,0,19.9,361.55,0
5,0,2,0,0,0,10,0,0,0,0,0,0,0,25.7,572.6,0
1,0,0,0,1,0,29,1,1,0,0,1,0,0,70.75,2300.7599999999998,0
5,0,1,1,5,0,62,1,1,0,1,1,0,0,97.95,6643.97,1
5,0,2,0,0,0,71,0,0,0,1,0,0,0,25.05,5057.34,0
4,0,2,1,0,0,66,1,1,0,0,0,0,1,100.8,8542.71,0
4,0,2,0,8,1,24,0,0,0,1,1,0,0,19.7,1182.39,0
1,0,0,0,0,0,23,1,0,0,0,0,0,0,83.8,2792.88,1
3,1,1,1,7,0,34,1,0,0,1,1,0,0,90.15,4029.46,0
3,0,0,0,0,0,1,1,1,0,2,0,1,1,54.75,67.76,0
4,0,2,1,8,0,26,1,1,0,0,1,0,1,98.1,2951.6899999999996,1
5,0,2,0,4,0,68,0,0,0,1,1,0,0,25.05,3342.12,0
3,0,1,0,4,0,69,1,1,0,1,1,1,1,95.65,9978.23,0
5,0,0,1,0,0,36,1,1,0,1,0,0,0,91.95,3690.81,0
3,0,0,0,0,0,1,1,1,0,0,0,0,0,84.6,91.94,0
3,0,1,0,1,1,42,1,0,0,0,1,1,1,73.15,3709.85,1
3,0,2,0,9,0,41,0,0,0,1,1,0,0,20.65,1221.59,0
1,0,0,1,1,0,47,1,1,0,0,1,0,1,100.05,5292.64,1
5,0,1,0,5,0,67,0,1,0,0,1,0,0,20.85,1857.3700000000001,0
3,0,2,0,1,0,58,1,1,0,1,1,0,0,59.9,6345.94,0
2,0,0,0,0,0,12,1,1,0,0,0,1,1,100.15,1530.78,1
5,0,0,0,0,0,62,1,1,0,0,0,1,1,80.4,8001.789999999999,1
4,1,1,0,7,0,63,1,1,0,1,1,1,0,81.15,7398.629999999999,1
5,0,0,0,0,1,46,1,1,0,0,0,1,1,99.8,5196.71,1
1,0,0,0,0,0,29,1,1,0,1,0,1,1,98.6,3737.95,1
3,0,1,0,5,0,57,1,1,0,1,1,1,1,100.75,6197.04,1
5,0,1,0,5,1,72,1,1,130,1,1,1,1,104.45,8848.28,1
2,0,0,1,0,0,1,1,1,0,0,0,0,0,71.65,100.11000000000001,0
4,0,1,0,3,0,27,1,1,30,1,1,1,1,45.85,1276.4,1
4,1,2,0,1,1,72,1,0,0,1,1,1,1,88.7,8562.710000000001,1
4,0,0,0,0,0,42,1,0,0,0,0,0,0,79.9,3687.2500000000005,1
4,1,0,0,8,1,15,1,1,0,0,1,0,0,30.2,469.65,0
3,0,0,0,0,0,9,1,1,0,0,0,0,0,70.5,964.29,0
4,0,1,1,0,0,51,1,1,0,0,0,1,1,94.0,5116.89,1
1,0,0,1,0,0,27,1,1,0,0,0,1,1,85.25,3128.84,0
3,0,1,0,0,0,35,1,1,0,0,0,1,1,99.25,4806.7,1
1,0,0,1,0,0,15,1,0,0,1,0,0,0,55.0,1014.95,0
3,0,2,1,0,0,56,1,0,0,0,0,0,1,104.75,7352.67,1
3,0,0,0,1,0,1,1,0,10,0,1,0,0,70.0,99.15,0
3,1,2,0,0,0,27,1,0,0,0,0,0,0,52.85,1783.5,0
4,0,2,0,0,1,18,0,0,0,1,0,0,0,25.3,998.61,0
4,0,2,0,8,0,63,1,1,0,0,1,1,1,109.25,7513.61,1
3,0,0,0,1,0,3,1,1,10,1,1,1,1,91.5,347.78,0
4,0,0,0,0,0,25,1,0,100,0,0,0,0,69.75,2832.1,0
2,0,0,0,0,0,1,1,1,0,0,0,1,1,89.1,105.16,0
3,0,1,0,1,0,49,1,0,0,2,1,1,1,100.45,6233.93,0
3,1,1,0,0,0,54,1,1,0,0,0,1,1,103.95,7986.43,1
4,0,2,0,9,0,70,0,0,0,0,1,0,0,19.45,2935.41,0
4,0,2,0,10,1,72,0,1,0,1,1,0,0,19.8,4211.130000000001,0
4,0,0,0,0,0,1,1,1,10,0,0,0,0,70.25,90.3,0
2,0,0,0,0,0,1,0,1,0,0,0,0,0,20.2,63.72,0
4,0,0,0,5,1,32,0,1,0,1,1,0,0,19.45,1796.1499999999999,0
3,0,1,0,6,1,14,0,0,0,1,1,0,0,19.75,680.72,0
4,0,0,0,0,0,1,0,1,0,1,0,0,0,19.5,52.52,0
4,0,2,0,2,1,45,0,0,0,2,1,0,0,20.85,2700.7,0
5,0,1,0,3,0,49,0,1,0,0,1,0,0,20.05,2006.0,0
5,0,1,0,0,0,24,0,0,0,0,0,0,0,21.05,1666.99,0
4,0,2,0,10,0,12,0,1,0,0,1,0,0,20.05,748.6300000000001,0
3,1,1,0,1,1,50,1,0,100,0,1,1,1,75.5,5717.1,0
3,1,1,0,7,0,12,1,0,0,1,1,0,0,33.15,444.75,0
5,0,2,0,0,0,71,0,0,0,0,0,0,0,25.55,4672.78,0
3,0,2,0,0,0,44,1,0,0,0,0,1,1,100.1,6532.150000000001,1
5,0,0,0,0,0,6,0,0,0,1,0,0,0,20.65,303.34000000000003,0
3,0,0,0,0,0,3,1,1,0,0,0,1,1,97.9,405.84000000000003,0
3,0,1,0,0,1,37,0,0,0,0,0,0,0,20.3,1133.9099999999999,0
1,0,0,1,0,0,21,1,1,0,0,0,0,0,60.05,1963.17,1
3,0,0,0,0,1,11,1,0,0,0,0,0,0,25.2,321.05,0
4,0,0,0,0,0,18,1,1,0,0,0,1,1,95.05,1774.31,1
4,0,0,0,10,0,40,1,1,0,1,1,0,0,78.85,4725.65,0
4,0,0,0,0,0,4,0,0,0,1,0,0,0,20.15,214.66,0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,69.1,107.75999999999999,0
3,1,2,0,4,1,71,1,0,70,1,1,1,1,109.3,9874.220000000001,1
3,0,2,0,0,0,56,0,1,0,0,0,0,0,25.95,4121.97,0
3,1,0,0,5,1,27,1,1,0,1,1,0,0,54.75,2487.43,0
1,0,0,0,1,0,12,1,0,0,2,1,0,0,29.2,309.1,0
1,0,0,1,0,0,15,1,1,0,1,0,0,0,74.2,1443.5400000000002,0
2,0,0,1,0,0,37,1,1,0,0,0,0,1,96.55,3702.4,0
4,1,0,0,0,1,18,1,0,0,0,0,1,1,64.8,1930.8000000000002,0
3,0,0,0,0,0,17,0,0,0,1,0,0,0,21.1,963.8900000000001,0
4,0,0,0,1,1,18,1,0,0,1,1,0,0,55.95,1415.26,0
4,0,2,0,1,0,64,1,1,0,0,1,1,1,54.6,3423.5,0
2,0,0,0,0,0,3,1,1,0,1,0,0,0,88.35,410.25,1
1,0,0,0,0,0,1,1,1,0,0,0,1,1,94.6,95.77,0
5,0,1,0,1,1,18,0,0,0,0,1,0,0,20.05,850.98,0
4,0,2,0,0,1,59,0,0,0,1,0,0,0,25.45,4033.88,0
4,1,2,0,7,1,72,1,0,0,0,1,0,0,80.2,9250.84,1
1,1,0,0,0,0,12,1,1,0,0,0,1,1,99.7,1431.29,1
3,0,0,0,2,1,3,1,1,0,0,1,0,0,80.0,298.84000000000003,0
4,0,2,0,5,1,35,0,0,0,0,1,0,0,24.3,1481.7,0
5,0,1,0,0,0,57,1,1,0,0,0,0,0,86.9,6995.8099999999995,0
5,0,0,0,0,0,8,1,0,10,2,0,1,1,64.1,874.3699999999999,1
4,0,0,0,9,0,51,1,1,0,1,1,0,0,30.05,1529.45,0
3,0,1,0,0,0,18,1,1,0,1,0,0,0,89.6,2259.04,1
5,0,0,0,0,0,10,1,1,30,0,0,1,1,56.75,836.25,0
3,1,1,1,0,0,35,1,1,0,0,0,1,1,108.35,4101.7,1
5,0,2,0,1,0,67,1,0,0,0,1,1,1,86.15,6098.25,1
3,1,2,0,1,0,67,1,1,40,0,1,0,0,60.4,5412.09,1
5,0,0,0,8,0,34,1,0,0,0,1,1,1,100.85,4668.0,1
4,0,0,0,0,0,1,1,1,0,0,0,0,0,44.8,72.25999999999999,0
3,1,1,0,3,1,61,1,1,0,0,1,1,1,79.4,7289.83,1
4,0,0,0,0,0,4,0,0,0,2,0,0,0,19.0,159.54000000000002,0
3,1,2,0,10,1,70,1,0,0,1,1,1,1,114.75,10576.5,1
3,0,0,1,1,0,11,1,1,0,0,1,0,1,99.55,1145.28,1
4,0,2,1,4,0,55,1,0,0,0,1,0,0,90.45,6283.02,1
3,0,0,0,3,0,19,1,1,0,1,1,1,1,59.8,1288.55,0
3,1,2,0,4,0,36,1,1,50,1,1,1,1,106.05,4577.04,1
3,0,2,1,4,0,49,1,0,0,1,1,0,0,49.8,2480.23,0
3,0,0,0,2,0,10,0,1,0,1,1,0,0,20.55,356.95,0
5,0,2,0,0,0,40,0,1,0,1,0,0,0,24.6,2072.75,0
4,0,2,0,2,0,71,0,0,0,1,1,0,0,19.1,4172.69,0
3,0,0,0,0,1,3,0,0,0,0,0,0,0,20.2,105.89,0
5,0,0,0,0,0,16,1,0,0,0,0,0,0,75.1,1821.17,0
2,0,0,0,0,0,8,1,1,0,1,0,0,0,45.15,722.64,0
1,0,0,0,0,0,1,1,0,0,1,0,1,1,80.15,84.82000000000001,0
5,0,2,0,0,0,70,1,1,0,2,0,1,1,40.05,2799.75,0
1,1,0,0,0,0,24,1,1,0,0,0,0,0,49.55,1555.7600000000002,0
3,1,0,0,0,1,13,1,1,0,1,0,1,0,52.1,919.86,0
5,0,2,0,0,0,57,0,0,0,1,0,0,0,18.8,2216.6800000000003,0
4,0,0,0,0,0,7,1,1,0,1,0,0,0,69.9,714.23,0
4,0,0,0,0,0,53,1,1,90,1,0,0,0,80.6,7006.780000000001,0
3,1,0,0,0,0,35,1,1,130,1,0,0,0,96.75,4928.85,1
2,0,0,0,0,0,3,1,0,0,1,0,1,0,55.15,227.46,0
4,0,0,0,0,0,10,0,1,0,1,0,0,0,20.0,389.6,0
4,1,0,0,0,0,31,1,0,0,0,0,1,1,104.35,4622.61,0
5,0,2,1,7,0,67,0,1,0,0,1,0,0,20.05,4565.37,0
3,1,1,1,5,0,64,1,0,0,1,1,0,0,80.3,5969.38,1
2,0,0,0,0,0,9,1,1,30,0,0,1,1,94.75,1010.53,0
4,1,2,0,10,0,23,1,0,0,1,1,0,0,34.6,813.45,0
4,0,0,0,9,1,4,1,1,0,1,1,0,0,78.9,430.46000000000004,0
4,0,0,0,0,0,13,1,0,0,2,0,1,1,73.35,1415.4,0
3,1,2,1,10,0,69,1,0,40,1,1,1,1,56.55,3992.65,0
4,0,0,0,8,0,1,0,1,0,1,1,0,0,20.65,55.89,0
4,1,1,0,0,0,11,1,1,0,2,0,0,0,54.6,630.61,0
1,0,0,0,0,0,2,1,1,30,1,0,0,0,45.0,160.95,0
